Area_Name,Latitude,Longitude,Crime_Rate,Lighting,Police_Distance,Time,Crowd_Density,Risk_Level
Dimna,22.741586,86.207609,2,Good,4.23,Day,Low,Medium
Jugsalai,22.790055,86.181664,5,Good,1.22,Day,High,Medium
Boram,22.838793,86.220979,7,Poor,3.47,Night,Low,High
Burma Mines,22.826464,86.174471,2,Good,2.81,Day,Medium,Low
Sidhgora,22.809355,86.190294,6,Poor,0.85,Night,Low,High
Birsa Chowk,22.799212,86.186042,2,Good,0.28,Day,High,Low
Sitaramdera,22.769921,86.165871,8,Poor,0.71,Night,Low,High
Jugsalai More,22.786088,86.181204,4,Poor,0.93,Night,Medium,Medium
Ulidih,22.788687,86.209509,2,Good,2.2,Day,Medium,Low
Dimna,22.743338,86.20844,2,Good,4.17,Day,Medium,Medium
Pathargora,22.80214,86.1973,4,Good,0.51,Day,High,Low
Golmuri,22.784794,86.175938,5,Good,1.41,Day,Medium,Medium
Bagbera,22.829264,86.231055,8,Poor,2.66,Night,Low,High
Golmuri,22.782705,86.176053,5,Good,0.64,Day,Medium,Medium
Telco,22.765274,86.153912,6,Poor,1.35,Night,Low,High
Parsudih,22.799656,86.170206,9,Poor,2.88,Night,Low,High
Birsa Chowk,22.800618,86.182746,3,Poor,0.1,Day,High,Low
Mango,22.830228,86.199696,3,Good,1.51,Day,Medium,Low
Mango,22.829911,86.201189,3,Good,1.02,Day,Medium,Low
Agrico,22.778693,86.173995,3,Poor,0.84,Day,Medium,Medium
Baridih,22.834885,86.187519,8,Poor,2.29,Night,Low,High
Jharkhand Colony,22.781513,86.20464,5,Poor,1.75,Night,Low,High
Pathargora,22.800408,86.198701,3,Good,0.51,Day,High,Low
Bistupur,22.797987,86.186324,5,Poor,0.1,Night,Low,Medium
Bistupur,22.796526,86.186668,3,Good,0.27,Day,High,Low
Dimna,22.740478,86.213332,7,Poor,4.12,Night,Low,High
Boram,22.840528,86.221135,8,Poor,4.03,Night,Low,High
Mango,22.829561,86.202669,5,Poor,1.15,Night,Low,High
Kadma,22.812188,86.221042,7,Poor,0.49,Night,Low,High
Bistupur,22.794683,86.187698,6,Poor,0.1,Night,Low,Medium
Boram,22.8415,86.221049,2,Good,3.65,Day,Low,Medium
Birsa Chowk,22.796052,86.184241,8,Poor,0.78,Night,Low,High
Kadma,22.812244,86.220963,5,Good,0.55,Night,Medium,Medium
Mango,22.83058,86.199988,8,Poor,2.16,Night,Low,High
Sakchi,22.806968,86.202229,7,Poor,0.77,Night,Low,High
Burma Mines,22.825831,86.178073,2,Good,2.99,Day,Medium,Low
Burma Mines,22.823731,86.176767,8,Poor,3.22,Night,Low,High
Jugsalai More,22.789294,86.180429,2,Good,0.1,Day,High,Low
Golmuri,22.782067,86.174727,3,Good,1.07,Day,High,Low
Mango Bazar,22.831398,86.202731,6,Poor,1.58,Night,Low,High
Sidhgora,22.810732,86.188759,4,Poor,1.22,Night,Medium,Medium
Chhota Govindpur,22.750678,86.140157,9,Poor,3.14,Night,Low,High
Mango Bazar,22.832046,86.202243,5,Poor,1.2,Day,Medium,Medium
Birsa Chowk,22.798229,86.18507,5,Poor,0.73,Night,Medium,Medium
Parsudih,22.802243,86.170647,6,Poor,2.41,Day,Low,Medium
Gamharia,22.767241,86.118121,2,Good,1.68,Day,High,Low
Bagbera,22.830502,86.23326,7,Poor,3.17,Night,Low,High
Baridih,22.834382,86.184891,1,Good,1.93,Night,High,Low
Jharkhand Colony,22.785725,86.205618,6,Poor,2.44,Night,Low,High
Birsa Chowk,22.798934,86.183871,6,Poor,0.42,Night,Low,High
Jugsalai More,22.788874,86.181713,7,Poor,0.87,Night,Low,High
Gamharia,22.770761,86.119812,2,Good,2.32,Day,High,Low
Gamharia,22.769809,86.119409,1,Good,2.38,Day,High,Low
Sitaramdera,22.773182,86.164137,6,Poor,1.47,Night,Low,High
Golmuri,22.785291,86.173897,3,Good,1.5,Day,High,Low
Bhalubasa,22.760708,86.148628,3,Good,1.61,Day,Medium,Medium
Marine Drive,22.766562,86.160259,4,Good,1.36,Night,Medium,Medium
Sonari,22.817526,86.16194,2,Good,2.23,Day,Medium,Low
Bagbera,22.832076,86.228933,4,Good,3.07,Day,Medium,Low
Parsudih,22.799316,86.167846,2,Good,2.51,Day,Medium,Low
Sakchi,22.805924,86.202209,3,Good,1.4,Day,High,Low
Sonari,22.82006,86.16269,8,Poor,2.37,Night,Low,High
Jharkhand Colony,22.782911,86.205993,5,Good,1.9,Day,Medium,Low
Baridih,22.832007,86.186196,7,Poor,1.84,Night,Medium,High
Mango Bazar,22.830147,86.202998,5,Poor,2.11,Night,Low,High
Birsa Chowk,22.802117,86.185575,6,Poor,0.58,Night,Low,High
Burma Mines,22.823705,86.177747,3,Good,3.11,Day,Medium,Low
Bagbera,22.828809,86.227387,5,Poor,2.99,Day,Low,Medium
Karandih,22.813504,86.209676,2,Good,2.72,Day,Medium,Low
Jugsalai,22.790122,86.180537,3,Good,0.69,Day,Medium,Low
Birsa Chowk,22.798636,86.183441,3,Good,0.1,Day,High,Low
Bhalubasa,22.759061,86.147149,4,Good,1.45,Day,High,Low
Sidhgora More,22.81312,86.192203,3,Good,0.99,Day,High,Low
Bhalubasa,22.760869,86.1463,9,Poor,1.27,Night,Low,High
Burma Mines,22.823621,86.176934,8,Poor,3.32,Night,Low,High
Agrico,22.776165,86.175322,4,Good,1.35,Day,High,Low
Jugsalai,22.790037,86.178696,5,Poor,1.04,Night,Low,High
Burma Mines,22.825025,86.177725,1,Good,2.9,Day,Medium,Low
Sonari,22.816676,86.160251,3,Good,2.06,Day,Medium,Low
Adityapur,22.783125,86.133073,3,Good,0.53,Day,High,Low
Birsa Chowk,22.797326,86.184703,6,Poor,0.1,Night,Low,High
Birsa Chowk,22.797141,86.183519,3,Poor,0.54,Night,Medium,Medium
Birsa Chowk,22.795931,86.185861,2,Good,0.35,Day,High,Low
Sonari,22.817351,86.164027,3,Good,2.71,Night,Medium,Medium
Ulidih,22.788621,86.211263,2,Poor,2.71,Day,Low,Medium
Telco,22.764306,86.156537,2,Good,1.35,Day,High,Low
Sakchi,22.807139,86.20083,6,Good,0.89,Day,Medium,Medium
Boram Basti,22.8416,86.217635,7,Poor,4.26,Night,Low,High
Bhalubasa,22.759749,86.148701,2,Good,1.05,Day,Medium,Medium
Mango Bazar,22.831764,86.204307,6,Poor,0.99,Night,Low,High
Kadma,22.813144,86.22403,4,Good,0.29,Night,Medium,Medium
Sidhgora,22.8106,86.191604,7,Poor,0.68,Night,Medium,Medium
Karandih,22.815421,86.211345,6,Poor,1.86,Night,Low,High
Kadma,22.813684,86.22535,2,Good,0.41,Day,Medium,Low
Chhota Govindpur,22.75615,86.140144,7,Poor,2.71,Night,Low,High
Jugsalai,22.789667,86.180666,6,Poor,0.62,Night,Low,High
Sonari,22.817377,86.162266,7,Poor,1.57,Night,Low,High
Birsa Chowk,22.799555,86.183627,3,Good,0.18,Day,High,Low
Boram Basti,22.840812,86.218101,3,Good,4.8,Day,Low,Medium
Lal Building,22.800669,86.17941,5,Poor,0.63,Night,Medium,Medium
Dimna,22.740937,86.209206,1,Good,3.3,Day,Low,Medium
Marine Drive,22.768338,86.159827,3,Good,1.28,Day,High,Low
Bistupur,22.796916,86.189124,4,Poor,0.49,Night,Low,Medium
Sidhgora,22.811497,86.191667,7,Poor,0.43,Night,Low,High
Marine Drive,22.770754,86.158555,6,Poor,1.03,Night,Low,High
Azadnagar,22.807281,86.199114,1,Good,1.35,Day,Medium,Low
Sidhgora,22.810561,86.190223,5,Poor,0.55,Night,Medium,Medium
Agrico,22.778259,86.17336,3,Poor,0.52,Day,Medium,Medium
Sonari,22.818244,86.159573,5,Poor,1.78,Night,Low,High
Baridih,22.83622,86.18407,7,Poor,2.04,Night,Low,High
Mango,22.831937,86.202575,4,Poor,0.81,Night,Medium,Medium
Kadma,22.813405,86.221655,6,Poor,0.59,Night,High,High
Bhalubasa,22.759825,86.148162,3,Good,1.7,Day,Medium,Medium
Kadma,22.815887,86.221741,7,Poor,0.76,Night,Low,High
Agrico,22.777969,86.170835,3,Poor,1.68,Day,Medium,Medium
Jharkhand Colony,22.784114,86.204855,7,Poor,2.34,Night,High,High
Burma Mines,22.825726,86.180112,4,Good,3.51,Day,Low,Medium
Mango Bazar,22.830853,86.20463,5,Poor,2.58,Day,Medium,Medium
Sidhgora,22.808769,86.189812,7,Poor,0.97,Night,Medium,High
Mango Bazar,22.831567,86.205346,6,Poor,1.66,Night,Low,High
Ulidih,22.789942,86.208111,2,Good,2.54,Day,Medium,Low
Parsudih,22.803963,86.167542,3,Poor,2.3,Day,Low,Medium
Parsudih,22.802383,86.171795,2,Good,2.54,Day,Medium,Low
Boram,22.839107,86.220867,8,Poor,3.77,Night,Low,High
Ulidih,22.791094,86.209567,7,Poor,2.34,Night,Low,High
Telco,22.765462,86.154917,7,Poor,0.87,Night,Low,High
Agrico,22.779964,86.17179,5,Poor,0.66,Day,Medium,Medium
Mango,22.829613,86.201415,8,Poor,1.64,Night,Low,High
Pathargora,22.802283,86.200296,3,Poor,0.55,Night,Medium,Medium
Mango Bazar,22.830851,86.20303,2,Poor,0.93,Day,Medium,Medium
Gamharia,22.770088,86.11826,2,Good,1.49,Day,High,Low
Lal Building,22.798672,86.182397,3,Poor,0.1,Night,Medium,Medium
Mango Bazar,22.831864,86.202206,7,Poor,1.29,Night,Low,High
Bagbera,22.830627,86.228521,3,Good,3.25,Day,Medium,Low
Sonari,22.820928,86.1639,4,Poor,1.88,Night,Low,High
Marine Drive,22.769985,86.163255,3,Good,1.67,Night,Medium,Medium
Bagbera,22.829382,86.232914,1,Good,3.36,Day,Medium,Low
Bagbera,22.831184,86.230975,3,Good,3.48,Day,High,Low
Bhalubasa,22.758809,86.147602,4,Good,1.61,Day,Medium,Medium
Jugsalai,22.789927,86.180994,6,Poor,0.77,Night,Low,High
Bistupur,22.798024,86.188308,3,Good,0.88,Day,High,Low
Sakchi Market,22.806886,86.20137,7,Poor,1.22,Night,Low,High
Lal Building,22.800565,86.183978,2,Good,0.53,Day,High,Low
Chhota Govindpur,22.75127,86.136946,1,Poor,3.24,Day,Medium,Low
Bhalubasa,22.760164,86.147556,3,Good,0.58,Day,High,Low
Sonari,22.81957,86.163202,4,Good,1.7,Day,Medium,Low
Burma Mines,22.82416,86.176732,5,Poor,2.89,Day,Low,Medium
Agrico,22.78,86.17264,7,Poor,1.3,Night,Low,High
Bistupur,22.79727,86.18859,2,Good,1.05,Night,Medium,Low
Chhota Govindpur,22.750662,86.142277,10,Poor,2.29,Night,Low,High
Azadnagar,22.808824,86.194059,1,Good,1.49,Day,Medium,Low
Jugsalai More,22.787146,86.177948,3,Good,0.39,Day,High,Low
Mango Bazar,22.829359,86.201581,4,Poor,1.2,Night,Low,High
Kadma,22.812255,86.219094,3,Good,0.52,Night,Medium,Medium
Mango,22.832632,86.1988,5,Good,1.39,Day,Medium,Low
Chhota Govindpur,22.754737,86.138541,8,Poor,2.25,Night,Low,High
Jharkhand Colony,22.785514,86.20685,9,Poor,2.13,Night,Low,High
Azadnagar,22.807979,86.195532,4,Good,1.24,Day,High,Medium
Lal Building,22.801825,86.182047,2,Good,0.77,Day,High,Low
Jugsalai,22.789135,86.179667,7,Poor,0.55,Night,Low,High
Bagbera,22.830494,86.23095,8,Poor,3.09,Night,Low,High
Ulidih,22.79081,86.212814,2,Poor,2.19,Day,Low,Medium
Ulidih,22.791104,86.208669,1,Good,2.79,Day,Medium,Low
Dimna,22.741888,86.212587,8,Poor,2.51,Night,Low,High
Kadma,22.814598,86.221947,4,Good,0.27,Day,Medium,Medium
Lal Building,22.802188,86.182025,2,Poor,0.4,Night,Medium,Medium
Gamharia,22.76969,86.1206,7,Poor,1.62,Night,Low,High
Sakchi Market,22.80453,86.202586,1,Good,0.81,Day,High,Low
Pathargora,22.802715,86.202786,5,Poor,0.56,Night,Medium,Medium
Golmuri,22.783126,86.17508,7,Poor,0.77,Night,High,High
Jugsalai More,22.785025,86.180812,4,Poor,0.82,Night,Medium,Medium
Mango,22.832122,86.200368,4,Poor,1.72,Night,Medium,Medium
Gamharia,22.769324,86.121259,3,Good,1.92,Day,High,Low
Birsa Chowk,22.799028,86.183565,7,Poor,0.14,Night,Low,High
Gamharia,22.769085,86.120164,8,Poor,1.94,Night,Low,High
Karandih,22.816915,86.214325,2,Good,2.6,Day,Medium,Low
Karandih,22.81628,86.206244,4,Good,1.99,Day,Medium,Medium
Sonari,22.818639,86.16235,2,Good,1.96,Day,Medium,Low
Pathargora,22.80023,86.200407,1,Good,0.44,Day,High,Low
Sakchi Market,22.80448,86.201658,5,Poor,1.34,Night,Low,High
Kadma,22.814355,86.221093,3,Good,0.81,Night,Medium,Medium
Sitaramdera,22.772283,86.165137,4,Poor,1.61,Day,Low,Medium
Jharkhand Colony,22.784164,86.204622,8,Poor,1.55,Night,Low,High
Sonari,22.819318,86.162333,7,Poor,1.67,Night,Low,High
Sonari,22.820138,86.161269,4,Poor,1.37,Night,Low,High
Dimna,22.742937,86.213034,7,Poor,3.25,Night,Low,High
Telco,22.765675,86.154622,5,Poor,1.54,Night,Medium,Medium
Kadma,22.81202,86.222254,2,Good,1.12,Day,High,Low
Jugsalai,22.792131,86.180096,4,Good,0.3,Day,High,Medium
Karandih,22.814574,86.2114,6,Poor,2.44,Night,Low,High
Jugsalai,22.788605,86.1822,5,Poor,0.67,Night,Low,High
Parsudih,22.80205,86.169629,8,Poor,2.7,Night,Low,High
Sonari,22.818384,86.160459,7,Poor,1.18,Night,Low,High
Birsa Chowk,22.799012,86.183871,1,Good,0.1,Day,High,Low
Birsa Chowk,22.798994,86.187529,4,Poor,0.47,Night,High,Medium
Golmuri,22.782729,86.173155,5,Good,0.32,Day,Medium,Medium
Sitaramdera,22.772658,86.165961,7,Poor,1.04,Night,Low,High
Gamharia,22.767526,86.118583,5,Good,2.06,Day,Medium,Medium
Golmuri,22.786729,86.175813,3,Good,1.15,Day,Medium,Medium
Golmuri,22.785289,86.17327,2,Good,0.95,Day,High,Low
Dimna,22.743959,86.208555,2,Good,3.37,Day,Medium,Medium
Karandih,22.812395,86.208931,2,Good,2.9,Day,Medium,Medium
Jharkhand Colony,22.782811,86.204169,9,Poor,2.0,Night,Low,High
Birsa Chowk,22.801084,86.185607,5,Poor,0.1,Night,Low,High
Boram Basti,22.848227,86.218104,5,Poor,4.21,Night,Low,High
Pathargora,22.803792,86.198357,1,Good,0.73,Day,High,Low
Jugsalai More,22.788555,86.179958,4,Poor,1.4,Night,Medium,Medium
Jugsalai More,22.787787,86.178285,2,Good,1.08,Day,High,Low
Burma Mines,22.823729,86.178965,4,Poor,3.43,Day,Low,Medium
Mango Bazar,22.832493,86.20424,4,Poor,1.39,Day,Medium,Medium
Jugsalai,22.786648,86.181064,2,Good,0.52,Night,Medium,Low
Jharkhand Colony,22.782184,86.205407,8,Poor,1.82,Night,Low,High
Jugsalai,22.78639,86.183728,6,Poor,0.65,Night,High,High
Sitaramdera,22.773464,86.164764,9,Poor,0.85,Night,Low,High
Telco,22.764914,86.153584,1,Good,1.54,Day,High,Low
Parsudih,22.801351,86.169869,5,Poor,2.81,Day,Low,Medium
Mango Bazar,22.830977,86.201301,5,Poor,1.49,Day,Medium,Medium
Jharkhand Colony,22.782311,86.204684,6,Poor,2.12,Night,Low,High
Chhota Govindpur,22.750994,86.139102,4,Poor,2.88,Night,Low,High
Mango Bazar,22.830069,86.201947,6,Poor,1.85,Night,Low,High
Bistupur,22.794292,86.187325,4,Good,0.1,Night,Medium,Low
Burma Mines,22.824244,86.17935,3,Good,2.95,Day,Medium,Low
Chhota Govindpur,22.750378,86.141659,3,Good,2.78,Day,Medium,Low
Bhalubasa,22.760867,86.149389,4,Good,1.62,Day,Medium,Medium
Sakchi Market,22.805991,86.202505,4,Poor,0.68,Day,Medium,Medium
Ulidih,22.78806,86.209613,2,Good,1.33,Day,Medium,Low
Birsa Chowk,22.798555,86.181463,6,Poor,0.1,Night,Low,High
Burma Mines,22.827784,86.178551,5,Poor,2.98,Night,Low,Medium
Sitaramdera,22.770529,86.161581,5,Poor,1.22,Day,Low,Medium
Sakchi,22.80524,86.200015,2,Good,1.39,Day,High,Low
Boram Basti,22.842158,86.217757,6,Poor,4.4,Night,Low,High
Birsa Chowk,22.800639,86.185397,7,Poor,0.33,Night,Medium,Medium
Sonari,22.819443,86.161323,1,Good,1.79,Day,Medium,Low
Sitaramdera,22.771353,86.167303,3,Good,1.59,Day,Medium,Low
Pathargora,22.8021,86.200693,1,Good,0.39,Day,High,Low
Telco,22.765122,86.154626,8,Poor,1.05,Night,High,High
Jugsalai,22.788162,86.183179,4,Good,0.32,Day,High,Medium
Bhalubasa,22.758021,86.150348,3,Good,1.9,Day,Low,Low
Marine Drive,22.771865,86.160769,5,Good,1.44,Night,Medium,Medium
Ulidih,22.7916,86.208837,2,Good,1.95,Day,Medium,Low
Mango Bazar,22.829434,86.202175,5,Poor,1.56,Day,Medium,Medium
Bhalubasa,22.759549,86.14583,1,Good,1.58,Day,High,Low
Agrico,22.777662,86.172936,5,Good,0.81,Day,High,Low
Baridih,22.833265,86.183425,2,Good,1.81,Day,Medium,Low
Sitaramdera,22.7692,86.164506,4,Good,0.97,Day,Medium,Low
Sitaramdera,22.770994,86.165391,2,Good,1.32,Day,Medium,Low
Jugsalai,22.787765,86.178124,1,Good,0.57,Day,Medium,Low
Telco,22.762838,86.153104,5,Poor,0.94,Night,Medium,Medium
Jugsalai More,22.787265,86.17924,7,Poor,0.33,Night,Low,High
Mango Bazar,22.832744,86.202921,4,Poor,1.63,Day,Medium,Medium
Burma Mines,22.826263,86.177259,6,Poor,2.94,Day,Low,Medium
Dimna,22.74281,86.209594,1,Good,3.39,Day,Low,Medium
Baridih,22.832239,86.183941,8,Poor,2.07,Night,Low,High
Lal Building,22.801074,86.179826,4,Poor,0.66,Night,Medium,Medium
Boram Basti,22.84222,86.217198,5,Poor,4.45,Night,Low,High
Lal Building,22.800637,86.18168,3,Poor,0.59,Night,Medium,Medium
Ulidih,22.792904,86.209534,5,Poor,2.12,Day,Low,Medium
Jugsalai,22.787063,86.181268,2,Good,0.5,Night,High,Medium
Ulidih,22.785688,86.210628,8,Poor,1.83,Night,Low,High
Kadma,22.81192,86.222423,1,Good,0.39,Day,High,Low
Baridih,22.835729,86.18405,2,Good,2.01,Day,High,Low
Sonari,22.81904,86.159636,3,Good,1.52,Day,Medium,Low
Pathargora,22.800177,86.201907,8,Poor,0.63,Night,Low,High
Sakchi,22.80247,86.203478,7,Poor,0.46,Night,Low,High
Marine Drive,22.769468,86.158568,5,Poor,0.72,Night,Low,High
Jugsalai More,22.785131,86.180417,1,Good,1.09,Day,Medium,Low
Azadnagar,22.806781,86.197602,5,Good,0.83,Day,High,Medium
Bistupur,22.795783,86.190294,4,Good,0.21,Night,Medium,Low
Chhota Govindpur,22.751059,86.140376,5,Poor,2.42,Night,Low,High
Sitaramdera,22.770863,86.16659,7,Poor,1.35,Night,Low,High
Baridih,22.835395,86.183186,1,Poor,2.48,Day,High,Low
Boram,22.840064,86.219946,8,Poor,3.86,Night,Low,High
Jugsalai,22.788603,86.180597,1,Good,0.62,Day,Medium,Low
Lal Building,22.80027,86.182514,5,Poor,0.78,Night,Medium,Medium
Burma Mines,22.824892,86.180417,2,Good,2.37,Day,Medium,Low
Sonari,22.81745,86.162375,5,Good,2.49,Day,Medium,Low
Dimna,22.741904,86.208593,3,Good,4.36,Day,Medium,Medium
Marine Drive,22.769408,86.158105,6,Poor,0.35,Night,Low,High
Sidhgora,22.813098,86.192469,7,Poor,0.67,Night,Medium,Medium
Gamharia,22.767977,86.120771,5,Good,1.75,Day,Medium,Medium
Bagbera,22.829372,86.230672,2,Good,3.01,Day,Medium,Low
Sitaramdera,22.772147,86.164484,5,Poor,1.05,Day,Low,Medium
Azadnagar,22.805545,86.196402,4,Good,1.28,Day,High,Medium
Sakchi Market,22.806611,86.20052,2,Good,0.86,Day,High,Low
Boram,22.839537,86.220581,7,Poor,3.68,Night,Low,High
Kadma,22.813148,86.219638,4,Good,0.54,Night,Medium,Medium
Jharkhand Colony,22.785222,86.204461,6,Poor,2.08,Night,Low,High
Burma Mines,22.827716,86.177036,2,Good,2.59,Day,Medium,Low
Lal Building,22.802111,86.177114,2,Good,0.1,Day,High,Low
Chhota Govindpur,22.751795,86.13948,3,Good,3.5,Day,Medium,Low
Karandih,22.814926,86.208652,1,Good,2.38,Day,Medium,Low
Burma Mines,22.82507,86.177684,6,Poor,2.95,Day,Low,Medium
Ulidih,22.79022,86.210003,7,Poor,2.06,Night,Low,High
Lal Building,22.798729,86.184652,5,Poor,0.59,Night,Low,High
Dimna,22.744405,86.210457,2,Good,4.12,Day,Low,Medium
Sakchi Market,22.80531,86.202501,1,Good,1.1,Day,High,Low
Kadma,22.813433,86.222143,5,Poor,0.1,Night,Low,High
Lal Building,22.798093,86.183308,3,Good,0.1,Day,Medium,Medium
Adityapur,22.785893,86.134881,6,Poor,0.36,Night,Medium,Medium
Mango Bazar,22.82816,86.203423,5,Poor,1.51,Night,Low,High
Sonari,22.818128,86.163067,4,Good,1.2,Day,Medium,Low
Karandih,22.814155,86.20636,6,Poor,2.89,Night,Low,High
Sidhgora,22.81043,86.193134,3,Good,0.32,Day,High,Low
Sakchi,22.80742,86.205285,3,Good,1.32,Day,High,Low
Jharkhand Colony,22.784858,86.205326,9,Poor,2.54,Night,Low,High
Karandih,22.817173,86.20788,3,Good,2.51,Day,Medium,Medium
Mango,22.831368,86.202816,5,Poor,1.65,Night,Low,High
Boram Basti,22.843688,86.216959,4,Poor,3.77,Night,Low,High
Lal Building,22.802786,86.182801,5,Poor,0.62,Night,Low,High
Sidhgora,22.808902,86.188076,6,Poor,0.53,Night,Low,High
Bagbera,22.828804,86.23334,8,Poor,2.72,Night,Low,High
Mango Bazar,22.832003,86.200837,6,Poor,1.5,Night,Low,High
Ulidih,22.789994,86.210103,6,Poor,2.04,Day,Medium,Medium
Sakchi Market,22.805331,86.198817,2,Poor,0.79,Day,Medium,Medium
Bhalubasa,22.759627,86.147938,7,Poor,1.73,Night,Low,High
Bistupur,22.795506,86.187062,2,Good,0.23,Night,Medium,Low
Sakchi,22.807031,86.204606,5,Poor,1.41,Day,Medium,Medium
Sakchi,22.80295,86.202262,7,Good,0.34,Night,Low,High
Sakchi,22.80563,86.204608,5,Poor,1.37,Night,Low,High
Sidhgora,22.810786,86.188464,7,Poor,0.34,Night,Low,High
Dimna,22.740631,86.209577,9,Poor,3.5,Night,Medium,High
Birsa Chowk,22.797754,86.184607,6,Poor,0.13,Night,Low,High
Azadnagar,22.805006,86.196743,4,Good,0.88,Day,High,Medium
Golmuri,22.784947,86.174853,3,Good,1.28,Day,High,Low
Mango Bazar,22.830449,86.204083,4,Poor,2.12,Day,Medium,Medium
Mango,22.830272,86.2014,6,Poor,1.92,Night,Low,High
Lal Building,22.797814,86.182992,1,Good,0.26,Day,High,Low
Agrico,22.781489,86.171653,7,Poor,0.96,Night,Low,High
Azadnagar,22.806107,86.196583,6,Poor,0.73,Night,Low,High
Pathargora,22.802749,86.202412,1,Good,0.25,Day,High,Low
Lal Building,22.799189,86.17948,4,Poor,0.1,Night,Medium,Medium
Jugsalai,22.787321,86.181834,5,Poor,0.55,Night,Low,High
Sakchi Market,22.807869,86.203015,1,Good,0.99,Day,High,Low
Bistupur,22.793525,86.189892,4,Good,0.1,Night,Medium,Low
Telco,22.765418,86.156089,4,Poor,1.08,Night,Medium,Medium
Mango Bazar,22.829183,86.20315,5,Poor,2.13,Day,Medium,Medium
Sitaramdera,22.771392,86.165645,2,Good,1.59,Day,Medium,Low
Sakchi Market,22.804043,86.200897,5,Poor,0.7,Night,Low,High
Bagbera,22.828521,86.229418,5,Good,2.61,Day,Medium,Low
Boram,22.840053,86.217996,9,Poor,4.16,Night,Low,High
Sitaramdera,22.768148,86.167231,7,Poor,0.39,Night,Low,High
Mango Bazar,22.830527,86.203675,5,Poor,1.99,Night,Low,High
Kadma,22.813365,86.220026,5,Poor,0.53,Night,Low,High
Ulidih,22.787961,86.210407,7,Poor,2.84,Night,Low,High
Boram,22.84227,86.221739,3,Good,3.4,Day,Low,Medium
Boram Basti,22.841108,86.219489,3,Good,4.52,Day,Low,Medium
Baridih,22.834644,86.183609,7,Good,1.96,Night,Low,High
Golmuri,22.783212,86.169599,2,Good,0.88,Day,High,Low
Boram,22.839878,86.220593,2,Good,3.52,Day,Medium,Medium
Sonari,22.820962,86.16067,2,Good,2.01,Day,Medium,Low
Mango Bazar,22.83471,86.203933,7,Poor,1.84,Night,Low,High
Adityapur,22.786918,86.135625,1,Good,1.12,Day,High,Low
Bhalubasa,22.761632,86.14967,2,Good,1.75,Day,High,Low
Golmuri,22.786675,86.176917,1,Good,0.79,Day,High,Low
Gamharia,22.770373,86.121855,4,Good,1.65,Day,Medium,Medium
Bhalubasa,22.762355,86.150624,4,Good,0.92,Day,Medium,Medium
Sonari,22.820189,86.164069,4,Good,2.32,Day,Medium,Low
Sakchi,22.804816,86.205099,8,Poor,0.53,Night,Low,High
Kadma,22.814026,86.221339,5,Poor,1.12,Night,Low,High
Jharkhand Colony,22.781268,86.203066,9,Poor,2.08,Night,Low,High
Mango Bazar,22.831438,86.206723,5,Poor,1.72,Night,Low,High
Sakchi Market,22.802684,86.202094,1,Good,0.79,Day,High,Low
Gamharia,22.767562,86.121843,4,Good,2.23,Day,Medium,Medium
Burma Mines,22.825289,86.177175,8,Poor,2.99,Night,Low,High
Karandih,22.813329,86.211446,5,Good,2.47,Day,Medium,Medium
Sakchi,22.804589,86.199233,6,Poor,1.04,Night,Low,High
Dimna,22.743208,86.209384,3,Good,3.45,Day,Medium,Medium
Sakchi Market,22.805275,86.201852,3,Poor,0.62,Day,Medium,Medium
Jugsalai,22.786944,86.181794,1,Good,0.91,Day,Medium,Low
Karandih,22.816348,86.211608,3,Good,2.58,Day,Medium,Low
Burma Mines,22.824866,86.176359,3,Good,3.17,Day,Medium,Low
Jharkhand Colony,22.784662,86.20599,7,Poor,1.74,Night,Low,High
Dimna,22.741205,86.21184,6,Good,3.08,Day,Medium,Medium
Adityapur,22.785533,86.137719,4,Poor,1.11,Night,Medium,Medium
Baridih,22.836646,86.18606,4,Good,2.54,Day,Medium,Medium
Boram,22.841455,86.219311,5,Poor,4.31,Night,Low,High
Adityapur,22.784604,86.132292,4,Poor,0.36,Night,Medium,Medium
Gamharia,22.769182,86.122744,1,Good,1.89,Day,High,Low
Bhalubasa,22.758517,86.149106,3,Good,1.88,Day,Medium,Medium
Chhota Govindpur,22.751015,86.139967,4,Poor,2.68,Night,Low,High
Jugsalai More,22.784901,86.17757,7,Poor,0.58,Night,Low,High
Lal Building,22.799793,86.180603,3,Good,1.06,Night,Medium,Medium
Boram Basti,22.84295,86.218947,6,Poor,4.18,Day,Low,High
Jharkhand Colony,22.782822,86.205531,2,Good,2.52,Day,Medium,Low
Boram,22.839864,86.217081,6,Good,3.51,Day,Low,Medium
Ulidih,22.789669,86.210949,7,Poor,2.38,Night,Low,High
Bhalubasa,22.761583,86.145647,4,Good,2.12,Day,Medium,Medium
Mango Bazar,22.830083,86.205031,5,Poor,1.61,Night,Low,High
Bhalubasa,22.759137,86.148313,6,Good,1.31,Day,Medium,Medium
Boram Basti,22.840731,86.217305,8,Poor,3.79,Night,Low,High
Adityapur,22.784094,86.135685,5,Poor,0.88,Night,Medium,Medium
